item_no,colour,gender_description,brand,product_group,min_age,max_age
8405860717076233321,beige,unisex,lundby,dolls and doll houses,2.0,10.0
-1257688769996730001,orange,unisex,fixoni,underwear,0.125,2.0
-7513434159969193242,multi color,unisex,jox,lighting,,
2682730401542111546,green,unisex,stoy,vehicles,1.0,6.0
-4429125729572087949,blue,girls,jacadi,trainers,3.0,11.0
-2628014966161247409,white,unisex,rätt start,tableware,,
8609135933866954756,beige,unisex,done by deer,bedding,,
8221581721879744174,beige,unisex,oyoy,furniture,,
3648833779244352204,red,unisex,mini sibling,all in ones,0.125,2.0
-4810574686351442695,navy,boys,geox,boots,4.0,14.0
604429417713028968,yellow,unisex,k-way,bags,,
-3738818048577669747,orange,boys,pepe jeans,jumpers and knitwear,5.0,14.0
3561713377810275240,brown,unisex,mainio,tops,1.0,10.0
-4022782092589606734,white,girls,reebok,trainers,3.0,7.0
-1120820548499106000,green,girls,the marc jacobs,shorts,3.0,12.0
536455086661514861,yellow,unisex,nadadelazos,tops,1.0,10.0
-4196592318400976091,black,girls,clarks,shoes,0.375,14.0
-8288400350887944674,brown,boys,flöss,tops,1.0,6.0
7945771609238038301,pink,unisex,baby tula,carriers and slings,,
2951273353218898499,blue,girls,molo,jumpers and knitwear,2.0,10.0
8226230144162407492,white,unisex,stokke,furniture,,
1279328620776773069,navy,girls,ebbe kids,dresses,1.0,12.0
6437004677419949196,gold,unisex,done by deer,bedding,,
2863451067050706914,black,boys,msgm,tops,3.0,14.0
459855821264512158,red,unisex,motion kids,water toys,2.0,8.0
-8272427435948954093,pink,unisex,stoy,first toys and baby toys,0.125,6.0
8173817484957469873,beige,girls,ebbe kids,tops,1.0,12.0
2948253355161189489,cream,unisex,flöss,shorts,0.375,6.0
2428868665677571622,grey,unisex,condor,underwear,1.0,14.0
9194374331921693899,black,boys,boss,jumpers and knitwear,3.0,14.0
8831741152780523951,black,unisex,no.21,tops,3.0,14.0
419045103094147488,cream,girls,liilu,all in ones,0.375,3.0
8926670181588154399,yellow,girls,paade mode,collars,1.0,9.0
-4230813452037276174,white,boys,champion,tops,2.0,14.0
-6496959940878722466,orange,girls,chloé,bags,,
4564999440459859100,beige,unisex,garbo&friends,headwear,0.125,0.375
-3601856243002090306,brown,boys,reima,trainers,0.875,6.0
-6953783097452959990,navy,boys,boss,bottoms,3.0,14.0
8874333836126919045,black,boys,timberland,jumpers and knitwear,5.0,14.0
-7954343237777277365,green,unisex,didriksons,coveralls,0.875,10.0
-6288569996330468811,blue,boys,timberland,jumpers and knitwear,3.0,14.0
4499897810478227232,black,unisex,karl lagerfeld kids,changing and travel bags,,
-3539975921180616561,beige,girls,mayoral,dresses,1.0,9.0
-8707615707027966232,green,unisex,micro,bicycles and other vehicles,2.0,6.0
3311258242222175634,cream,unisex,i dig denim,all in ones,0.125,2.0
2604627567896494828,cream,girls,wheat,tops,1.0,12.0
-4736479346087318581,grey,unisex,molo,bottoms,0.125,4.0
5145429253944966101,white,girls,jacadi,tops,0.375,3.0
-680478837191775540,white,girls,petit bateau,all in ones,0.125,2.0
-3103122894441203353,yellow,unisex,kuling,gloves and mittens,0.125,7.0
-3480336193814547302,green,boys,jacadi,jumpers and knitwear,2.0,14.0
-6563443018657023735,brown,unisex,sproet and sprout,coats and jackets,0.875,10.0
2992168747616124229,yellow,boys,champion,clothing sets,0.625,3.0
1072888894785373963,pink,girls,mp,underwear,0.625,6.0
-4771770366148637074,white,girls,petit bateau,all in ones,0.125,0.875
-7255351219616230804,navy,girls,hatley,nightwear,1.0,12.0
-453932211628102186,navy,boys,stella mccartney kids,bottoms,1.0,14.0
-4991313533181117467,black,boys,puma,trainers,1.0,5.0
-1296519627830543135,black,unisex,maed for mini,tops,0.875,8.0
-6022283404403037193,grey,unisex,nofred,furniture,,
2928515842003902174,blue,girls,molo,jumpers and knitwear,2.0,12.0
8805688357428809478,purple,unisex,kids concept,soft toys,0.125,2.0
-7306006792723410856,white,unisex,tommy hilfiger,trainers,0.375,0.875
9218764297974177147,white,unisex,sproet and sprout,tops,1.0,12.0
-7516136829224536586,grey,girls,hatley,coats and jackets,1.0,10.0
-5166756120031707029,yellow,unisex,gullkorn design,baselayers,0.625,10.0
7726233584286938128,white,unisex,moschino kid-teen,tops,0.375,3.0
-7636751842180965273,grey,boys,gant,tops,6.0,14.0
-2408876992331455374,green,unisex,bobo choses,all in ones,0.125,3.0
-3554371998171176640,navy,girls,jacadi,coats and jackets,2.0,12.0
-7432224819103088636,yellow,unisex,marques almeida,headwear,1.0,11.0
716917611568012355,grey,boys,converse,trainers,0.625,5.0
1346265703394544825,blue,unisex,molo,headwear,,
-4467760189771078272,pink,girls,reima,headwear,0.375,7.0
9197710763818672276,pink,girls,wheat,bottoms,0.125,10.0
1491470370442017726,pink,girls,reima,coveralls,0.625,3.0
-1727211190758420447,yellow,unisex,the animals observatory,jumpers and knitwear,1.0,14.0
1949837011042814284,red,unisex,babyzen,stroller accessories,,
-5043595853190828753,blue,girls,wolf & rita,dresses,3.0,14.0
-7931522539246550573,orange,girls,agatha ruiz de la prada,dresses,1.0,12.0
2555356012378936033,black,unisex,adidas,clothing sets,0.125,4.0
8980028629056049131,black,unisex,msgm,boots,4.0,14.0
8452962094985791479,pink,unisex,liewood,tableware,,
-8498319232434971059,white,boys,petit bateau,underwear,1.0,12.0
-6350736156501755077,black,unisex,arizona love,sandals,4.0,14.0
-5222983079018155303,red,boys,petit bateau,coats and jackets,2.0,12.0
1018959698850309242,white,boys,converse,trainers,3.0,11.0
-8473298067903799544,red,boys,spyder,coats and jackets,7.0,14.0
-4058766975086480781,navy,boys,ralph lauren,tops,1.0,14.0
-8503003738357431867,cream,unisex,maileg,soft toys,2.0,10.0
5224457673811032856,navy,unisex,didriksons,coveralls,0.875,10.0
6186545639060132762,yellow,unisex,igor,sandals,0.375,6.0
5586743082644807803,navy,unisex,viking,sandals,0.875,8.0
-8788941918170889340,green,girls,ralph lauren,dresses,6.0,14.0
2653975992421414356,blue,girls,jacadi,tops,0.375,3.0
-3990743189697566725,white,girls,converse,trainers,0.875,5.0
-5850997961093157273,purple,girls,minymo,tops,1.0,8.0
-6889195562424476159,cream,unisex,1+ in the family,headwear,0.125,2.0
-1442537740187454478,pink,girls,kenzo,tops,0.375,4.0
2652730608905710979,black,unisex,stiga,all racket sports,4.0,10.0
5324235519174327353,navy,girls,les coyotes de paris,jumpers and knitwear,7.0,14.0
7146351814979148829,blue,unisex,reima,coveralls,0.625,3.0
-9165241321882279816,yellow,girls,maed for mini,underwear,0.375,8.0
-117022248641616000,pink,girls,moschino kid-teen,tops,0.375,3.0
721698810716133723,red,boys,lanvin,shorts,3.0,14.0
-3359245913531406124,blue,unisex,gullkorn design,baselayers,0.625,10.0
-1440389567171760919,pink,girls,mini a ture,coveralls,0.875,4.0
6616826726429915713,pink,unisex,done by deer,tableware,,
959231519552864243,white,girls,tommy hilfiger,tops,9.0,14.0
-5286756942488049644,blue,unisex,brio,building blocks and constructi,2.0,8.0
2682954369855525811,blue,unisex,kuling,coats and jackets,0.875,10.0
-7801287487174963477,cream,unisex,miffy,all in ones,0.125,0.125
1570326849383396024,pink,unisex,liewood,baby feeding,,
-643660550539206386,white,unisex,aden + anais,bedding,0.125,0.375
5048898131557345954,green,unisex,buddy & hope,textile,,
4054127933752864329,navy,girls,ralph lauren,coats and jackets,1.0,14.0
3060451138342111138,white,unisex,frugi,clothing sets,0.125,0.875
-2887701776349503568,blue,boys,hype,jumpers and knitwear,2.0,14.0
-6315382475705866601,blue,unisex,gullkorn design,tops,0.625,4.0
-7148681250325379782,navy,girls,tommy hilfiger,dresses,3.0,14.0
-5409864651342351796,blue,boys,livly,all in ones,0.125,0.625
2654494825688579059,blue,boys,nike,sandals,0.625,5.0
-1635033891300670230,pink,unisex,kuling,fleeces and midlayers,0.125,2.0
811844147491517282,pink,girls,frugi,dresses,0.125,4.0
9173617257882565103,red,boys,ralph lauren,tops,0.375,2.0
-5890407372514768033,multi color,unisex,brio,vehicles,2.0,6.0
-3236771171263106194,red,girls,molo,bottoms,3.0,14.0
-818212762231787735,pink,girls,minymo,jumpers and knitwear,1.0,8.0
-6181179352165714022,brown,unisex,missminime,dolls and doll houses,4.0,10.0
-2347189554561644411,pink,girls,lego wear,coats and jackets,4.0,9.0
6298813598300759637,red,girls,the brand,dresses,0.875,11.0
395330007101406463,pink,girls,moncler,coats and jackets,0.625,3.0
960618372354946917,yellow,unisex,mainio,textile,,
8441534856809028506,blue,unisex,vans,trainers,,
-3990273874591759534,blue,girls,bobo choses,all in ones,1.0,11.0
6701861853611847552,red,girls,stella mccartney kids,dresses,1.0,14.0
256750759673875413,white,unisex,lindberg,headwear,0.375,7.0
-161515998279168795,blue,unisex,ralph lauren,jumpers and knitwear,1.0,14.0
4381287702080832845,pink,girls,mumin,all in ones,0.125,2.0
-4190302094494879832,purple,girls,viking,trainers,2.0,8.0
-2203463859726937407,blue,unisex,ferm living,home accessories,,
2939369051265856579,white,girls,dolce & gabbana,dresses,1.0,12.0
-6431606068954378264,red,girls,chloé,jumpers and knitwear,2.0,14.0
-8831156607776151380,white,unisex,nike,trainers,5.0,10.0
1092317348847203247,yellow,boys,ralph lauren,tops,1.0,7.0
6846125788597818965,pink,girls,adidas,trainers,0.875,5.0
4911508083645923849,pink,girls,calvin klein jeans,tops,3.0,14.0
5750633863071190154,navy,boys,the marc jacobs,jumpers and knitwear,1.0,14.0
1590893849231373980,blue,girls,mayoral,clothing sets,0.375,3.0
5131554006195201258,grey,girls,chloé,underwear,3.0,10.0
8110447114939314270,pink,girls,raspberry plum,all in ones,1.0,12.0
-5027027500237395105,white,girls,stella mccartney kids,dresses,1.0,14.0
-5186064591736273159,beige,boys,wheat,all in ones,0.125,2.0
8681690089178820570,red,unisex,bisgaard,boots,0.875,14.0
-7912987029720479628,grey,unisex,ebbe kids,all in ones,0.125,2.0
-898501750625669249,pink,girls,mini a ture,coats and jackets,0.875,6.0
-975507632090086011,grey,unisex,teddykompaniet,first toys and baby toys,0.125,6.0
-9180675572520029501,red,girls,hust&claire,all in ones,0.375,2.0
-1972726683207757364,green,unisex,rubber duck,boots,2.0,8.0
-7130261558233443963,blue,unisex,pepe jeans,dresses,3.0,14.0
-5789705235506729029,grey,unisex,easygrow,bedding,,
2925334347772873022,beige,girls,kenzo,jumpers and knitwear,0.375,2.0
-511285528278391801,blue,boys,il gufo,tops,3.0,10.0
-8002591427110235031,grey,unisex,liewood,flasks and water bottles,,
1245475259944012668,white,boys,lacoste,tops,1.0,14.0
495769460551747939,navy,girls,dr kid,bottoms,,
-7209009825705426438,green,unisex,naturezoo,first toys and baby toys,0.125,2.0
648797766562258993,silver,girls,tommy hilfiger,trainers,2.0,6.0
2782805517440696197,blue,girls,seafolly,swimwear and coverups,7.0,14.0
-1944977307368949079,beige,unisex,burberry,baby feeding,,
-8535234947698788864,white,girls,nike,tops,1.0,7.0
-1965413924719259597,orange,girls,minymo,jumpers and knitwear,0.125,2.0
747436907013666935,red,girls,a happy brand,dresses,0.125,2.0
8303192054790429342,blue,boys,molo,headwear,0.875,5.0
-4411738663043282076,navy,boys,fila,shorts,1.0,8.0
7823085058760817378,blue,unisex,jellycat,soft toys,,
8392660140760807556,beige,girls,chloé,jumpers and knitwear,2.0,14.0
1263262841181298930,navy,boys,timberland,coats and jackets,3.0,14.0
-628096580137183879,white,girls,wynken,bottoms,1.0,10.0
2721353554166898929,black,girls,adidas,bottoms,1.0,10.0
-7108019586898471715,red,boys,air jordan,clothing sets,0.875,7.0
2981733705061565357,black,girls,bonpoint,headwear,0.375,2.0
-7496603958806464941,white,girls,petit bateau,dresses,2.0,12.0
6150927587084037114,blue,girls,jacadi,dresses,2.0,12.0
-8025367528058448939,grey,unisex,twistshake,tableware,,
8558887963376033867,red,girls,sterntaler,headwear,0.125,2.0
8674467273651617408,black,unisex,vans,trainers,,
-2221646842743135978,silver,unisex,design letters,jewellery and watches,,
-8190786513708949617,grey,boys,hatley,nightwear,1.0,12.0
8274497312337721983,grey,unisex,britax,car seats,,
-6079746515522976503,pink,girls,reima,headwear,0.375,7.0
-4771524691850645205,grey,girls,jacadi,jumpers and knitwear,2.0,14.0
4284175593106504044,black,unisex,big,bicycles and other vehicles,0.125,4.0
595656507263691035,pink,girls,the animals observatory,skirts,3.0,14.0
7582046001211778544,blue,girls,molo,tops,2.0,14.0
6429615907854178719,yellow,boys,catimini,jumpers and knitwear,1.0,14.0
6451334862630651054,white,girls,mayoral,tops,1.0,9.0
7804374824893928721,black,girls,fendi,skirts,5.0,14.0
-886818925066147372,blue,unisex,burberry,coats and jackets,1.0,3.0
-7402809640278604424,pink,unisex,a happy brand,bottoms,1.0,10.0
169384003474588429,grey,boys,nike,headwear,,
8661367224044245785,blue,girls,nike,clothing sets,0.875,7.0
-6230616065864398671,grey,unisex,kuling,jumpers and knitwear,1.0,10.0
-6254337016552533670,white,boys,mayoral,tops,1.0,9.0
-5744146707722079247,pink,unisex,drbrown,baby feeding,,
5955518276649010820,multi color,unisex,redbox,role play,,
7952467778403230003,blue,unisex,kavat,sandals,1.0,8.0
-4282640650879291215,blue,boys,petit bateau,all in ones,0.125,3.0
-4323561281021654098,black,unisex,fusalp,baselayers,7.0,14.0
6897266683498737505,green,unisex,stoy,role play,,
-3675043050467784683,red,unisex,melissa & doug,costumes,2.0,10.0
-5375329896539180763,beige,unisex,lindberg,coveralls,1.0,10.0
6186261168740442850,blue,boys,ralph lauren,clothing sets,0.125,2.0
-566583110434126607,blue,boys,kenzo,bottoms,1.0,12.0
477609253043796484,blue,boys,neil barrett,jumpers and knitwear,5.0,14.0
7692817898982203425,grey,girls,molo,bottoms,1.0,14.0
-4641088431243492522,pink,girls,oeuf,shoes,0.125,2.0
-4422839895940061399,yellow,unisex,djeco,board and parlor games,,
827500830107087517,black,girls,blune,all in ones,1.0,14.0
3773139553698923220,white,girls,new balance,trainers,4.0,10.0
-1154144993196681938,white,girls,jacadi,shoes,3.0,11.0
-2609047441576442808,blue,girls,tartine et chocolat,bottoms,0.125,2.0
8032181229143443043,blue,boys,ia bon,swimwear and coverups,0.375,2.0
892139049941916569,beige,girls,il gufo,coats and jackets,0.125,3.0
-5065969038619484020,beige,unisex,molo,coveralls,4.0,14.0
-8660213772134282442,black,girls,balmain,jumpers and knitwear,3.0,14.0
2795350630276520910,beige,unisex,djeco,first toys and baby toys,1.0,4.0
2170884597324455166,navy,boys,moncler,coats and jackets,3.0,14.0
-7486267075559071323,yellow,unisex,beau loves,headwear,,
2762584474503021095,pink,girls,tartine et chocolat,baby feeding,,
8827234547322074335,black,unisex,molo,coveralls,2.0,10.0
6538646338791007311,white,unisex,liewood,toiletries,,
9110300943679393235,beige,girls,molo,bottoms,4.0,14.0
4916777854374913685,green,girls,bonpoint,all in ones,0.125,2.0
-7311665111566280070,pink,girls,molo,all in ones,0.125,2.0
6921064201114577992,red,unisex,gullkorn design,headwear,0.625,10.0
5079701395897882672,black,unisex,nike,trainers,3.0,8.0
3431551251418011262,pink,girls,bergans,fleeces and midlayers,0.875,7.0
-332925095701658414,green,unisex,design letters,tableware,,
-1223045036766542346,grey,girls,ellesse,bottoms,2.0,14.0
9015780821891708177,pink,girls,teddykompaniet,soft toys,,
1091815541682892415,pink,girls,mini a ture,coats and jackets,0.875,6.0
-3438133575717480781,brown,unisex,joha,all in ones,-1.0,0.875
-5854311025989690466,black,girls,molo,bottoms,0.125,3.0
451861671005922158,blue,unisex,britax,car seats,,
-7255563704655259472,grey,boys,stella mccartney kids,jumpers and knitwear,2.0,14.0
1321593622802793313,black,unisex,uppababy,stroller accessories,,
-8583165216688181775,cream,unisex,kuling,fleeces and midlayers,0.375,3.0
8025171068264442274,multi color,unisex,bloomingville,ride ons and walkers,0.125,0.875
1086180715927245483,green,girls,gullkorn design,dresses,0.625,10.0
-5690804851611183802,navy,boys,ralph lauren,jumpers and knitwear,1.0,8.0
297596834697443306,beige,unisex,kids concept,storage,,
-4446631848523981197,purple,girls,småfolk,bottoms,1.0,8.0
-4037579217032380621,pink,girls,moon boot,boots,0.375,1.0
-2396561545088847306,blue,boys,reima,shorts,3.0,14.0
-6757425758841291757,pink,girls,lindberg,scarves,,
-1220618240858185619,pink,girls,hootkid,dresses,,
6920283394593367966,black,unisex,reima,bottoms,0.875,5.0
-2659755329773620201,beige,unisex,liewood,first toys and baby toys,0.125,0.875
2080873853475502804,blue,unisex,drbrown,baby feeding,,
-2663389662307915455,multi color,unisex,pippi långstrump,soft toys,0.125,6.0
-2660634723634800668,blue,boys,lego wear,swimwear and coverups,4.0,8.0
-9141953341155942762,green,boys,tommy hilfiger,boots,4.0,14.0
-2280108876524289274,black,unisex,boss,coats and jackets,3.0,14.0
8200669111243648098,pink,girls,molo,headwear,0.875,14.0
661302888929510936,pink,unisex,rice a/s,tableware,,
3270161447130851440,grey,unisex,my little cozmo,coats and jackets,2.0,14.0
1748893440720856627,brown,unisex,enfant,sandals,3.0,8.0
4397520904407551957,navy,boys,petit bateau,jumpers and knitwear,0.125,3.0
1773754331784964056,pink,unisex,cebe,ski and snowboard equipment,,
-4751304479564850132,white,unisex,rätt start,bedding,,
5348292547030656420,purple,unisex,frugi,dresses,0.125,5.0
143500603372898044,black,unisex,designers' remix girls,dresses,7.0,14.0
-4665763284456677953,blue,unisex,burberry,scarves,,
-6297900243002330960,white,girls,spyder,baselayers,9.0,14.0
-2050565915749648871,pink,unisex,a happy brand,all in ones,0.125,2.0
1828435241065891197,orange,unisex,småfolk,bottoms,0.875,8.0
808637916490485186,green,unisex,nununu,jumpers and knitwear,1.0,11.0
6671320379574744106,pink,girls,adidas,bags,,
7884985181264336932,blue,unisex,molo,headwear,0.875,14.0
-1116644537839048238,pink,girls,nike,clothing sets,1.0,7.0
5613962083642148878,cream,girls,petit bateau,jumpers and knitwear,0.375,3.0
5333349979664438133,blue,boys,nike,all in ones,0.375,2.0
1801775579338339805,cream,girls,bebe organic,all in ones,0.875,2.0
-4367602312981244725,white,girls,billieblush,tops,1.0,12.0
-4464127308974450187,blue,boys,adidas,jumpers and knitwear,3.0,14.0
-2030158352593557456,blue,girls,jacadi,shorts,0.375,3.0
-1378547567770968720,brown,unisex,molo,all in ones,0.125,2.0
1981510430250773524,red,boys,stella mccartney kids,coats and jackets,2.0,14.0
-7309707466878780809,white,unisex,mumin,nightwear,1.0,8.0
6423933420283626770,pink,girls,reima,coats and jackets,1.0,11.0
8615312950742600026,navy,unisex,bobo choses,scarves,,
8475564262849981277,beige,unisex,buddy & hope,headwear,0.125,5.0
-6776164075911976961,grey,unisex,reima,bottoms,3.0,14.0
-2755921597691416667,brown,unisex,silly silas,underwear,0.125,3.0
-6284282545769499797,blue,unisex,wheat,headwear,0.375,2.0
-3489722754761792337,white,unisex,tikiri,water toys,0.125,2.0
7040515335033592300,blue,boys,lillelam,bottoms,-1.0,0.125
8272920349063132639,pink,unisex,rice a/s,textile,,
-7133714223085542586,blue,boys,burberry,coats and jackets,0.875,2.0
4254750495107039023,black,unisex,dkny,trainers,4.0,14.0
5034738591792752096,multi color,unisex,melissa & doug,stationary,2.0,10.0
6855600446580915380,red,girls,mayoral,dresses,1.0,9.0
7478875237043118182,blue,unisex,småfolk,tops,0.875,8.0
-2537946981087757863,white,boys,calvin klein jeans,tops,5.0,14.0
8800017859893047287,yellow,girls,petit bateau,all in ones,0.375,3.0
-7712690114778579931,pink,girls,mini rodini,bedding,,
-6248710650538820863,blue,boys,hatley,eyewear,,
7627907233691132792,blue,boys,ralph lauren,all in ones,0.125,0.875
6382664298789933054,pink,unisex,carena,car seats,,
-7026199348129958738,multi color,unisex,carena,bouncers and swings,,
-7219122075471192351,blue,girls,lindberg,swimwear and coverups,0.875,2.0
4504174511872174278,pink,unisex,sophie the giraffe,clothing sets,0.375,2.0
-7574558187841435759,blue,unisex,kuling,all in ones,0.125,4.0
-6129458351458314560,blue,boys,wheat,headwear,0.125,2.0
7084851219920211101,navy,unisex,celavi,boots,1.0,8.0
-6532429850744207983,red,unisex,redbox,first toys and baby toys,0.625,4.0
5201039652901678576,blue,boys,petit bateau,suits and tailoring,11.0,14.0
275739432695445889,silver,girls,geox,boots,2.0,14.0
-8532507267762025744,cream,girls,bonpoint,tops,3.0,14.0
-8572540551375848346,green,boys,joha,underwear,1.0,10.0
-8516267606119113332,pink,unisex,xo posters,home accessories,,
-598604173189429976,pink,unisex,liewood,changing and travel bags,,
-160733425700575296,white,unisex,cybex,car seat accessories,,
2302456954967943346,pink,girls,creamie,dresses,3.0,12.0
-7331864251947118528,pink,girls,nike,shorts,5.0,14.0
-5432352324247878749,black,boys,boss,shorts,3.0,14.0
3168374942791142598,green,unisex,garbo&friends,textile,,
7522503674789037129,white,boys,karl lagerfeld kids,tops,2.0,14.0
2980580783337838827,white,unisex,converse,jumpers and knitwear,1.0,14.0
-4724060815534438592,grey,girls,petit by sofie schnoor,jumpers and knitwear,3.0,10.0
8011301882371341249,pink,girls,dolce & gabbana,tops,3.0,12.0
-7567834753972837636,pink,girls,adidas,trainers,8.0,14.0
2026622019048804232,brown,girls,bonpoint,coats and jackets,3.0,14.0
-6392218181148567335,blue,boys,stella mccartney kids,shorts,1.0,14.0
-5733334037506282246,white,girls,mimi & lula,hair accessories,,
794721364245118598,pink,unisex,kuling,coveralls,1.0,7.0
-9175015571295289634,black,unisex,carena,stroller accessories,,
3610676465123750330,orange,unisex,hust&claire,shorts,0.375,2.0
-2760685540484169722,blue,girls,ralph lauren,dresses,0.125,2.0
6449593346789696089,black,girls,mini melissa,shoes,4.0,8.0
-7340751673278653523,navy,girls,hatley,boots,0.875,8.0
558813263819608814,navy,unisex,moncler,coats and jackets,3.0,14.0
-7632990052614713752,cream,girls,enfant,dresses,1.0,8.0
-9052131909071432010,white,boys,1+ in the family,tops,0.375,4.0
-8697077996137511149,blue,boys,gap,all in ones,0.625,5.0
36766633648604221,black,boys,kenzo,bottoms,1.0,14.0
1449251119586521400,blue,unisex,littlephant,tableware,,
886017653262791002,black,boys,molo,belts,0.875,3.0
8700064010392725574,unknown,boys,ikks,tops,2.0,14.0
-8985288412937375665,black,unisex,puma,trainers,1.0,5.0
-5505523971176663986,white,girls,molo,tops,2.0,14.0
-8334636583012407531,pink,girls,chloé,tops,1.0,14.0
-1579895219974807938,beige,unisex,mini sibling,tops,0.125,4.0
-978577389990546850,pink,girls,lelli kelly,boots,2.0,10.0
7793191261642631572,cream,girls,little creative factory,tops,1.0,14.0
9146033830490732362,blue,unisex,joha,all in ones,0.125,3.0
1337237261777617115,grey,unisex,titanium baby,stroller accessories,,
8453582005598050782,yellow,unisex,mini rodini,bottoms,0.125,11.0
-7787195362465885872,blue,unisex,lego,storage,,
-8832150105318882000,orange,girls,the middle daughter,tops,1.0,14.0
-3837120355442687379,navy,unisex,cybex,stroller accessories,,
-9169059436464752659,blue,boys,calvin klein,underwear,7.0,14.0
-1257891693475093003,blue,boys,fixoni,bottoms,-1.0,0.125
-6795972095060464443,black,unisex,nununu,jumpers and knitwear,1.0,11.0
-8676345071325866488,orange,girls,molo,bottoms,1.0,14.0
3196875194370361256,orange,girls,molo,underwear,0.625,14.0
7204039869564101377,navy,girls,mayoral,coats and jackets,1.0,9.0
7353764586715429524,brown,unisex,bright starts,first toys and baby toys,0.125,0.875
-398519832172154551,cream,girls,lindberg,swimwear and coverups,2.0,10.0
-1292025049306414127,cream,girls,little creative factory,dresses,1.0,14.0
-4806677864239272537,brown,unisex,dulis,sandals,2.0,11.0
-7793464195615818551,pink,girls,hello simone,tops,3.0,14.0
-3773648776883141181,navy,unisex,tretorn,coats and jackets,1.0,14.0
1093903589014577104,blue,girls,marmar copenhagen,dresses,1.0,8.0
-5868828180900147113,beige,boys,unauthorized,tops,5.0,14.0
-6190694559328158937,beige,boys,1+ in the family,bottoms,0.375,4.0
4298347979750770752,blue,unisex,didriksons,fleeces and midlayers,0.875,7.0
-1061917107418368648,black,girls,my little cozmo,all in ones,0.375,2.0
2776699512325409045,white,girls,mayoral,headwear,0.125,2.0
1524341823321012244,pink,girls,tinycottons,tops,1.0,14.0
-3763117494240096019,blue,unisex,plus-plus,building blocks and constructi,4.0,10.0
-6313902090472784759,cream,girls,sproet and sprout,dresses,1.0,10.0
-3280052942602687433,cream,unisex,bobo choses,tops,0.375,3.0
-6193202062856419640,blue,unisex,marmar copenhagen,all in ones,0.125,2.0
-3623280608730514774,red,boys,tommy hilfiger,nightwear,7.0,14.0
-468734710490992218,navy,unisex,fub,skirts,1.0,9.0
5444064955345093934,white,boys,fendi,tops,3.0,14.0
-3393028600324046622,yellow,unisex,lindberg,coats and jackets,0.875,10.0
101262638051537022,black,boys,nike,headwear,7.0,14.0
7107080938116015536,green,unisex,marmar copenhagen,all in ones,0.125,2.0
-7643419318255905200,grey,unisex,bright starts,first toys and baby toys,0.375,4.0
2368647502954467152,blue,unisex,liewood,baby feeding,,
-7375848794979971493,pink,unisex,tinkafu,stroller accessories,,
-5480580303652832006,white,unisex,mumin,headwear,0.125,4.0
4237513830494332133,pink,girls,sonia rykiel,dresses,3.0,14.0
-3388999966716168254,green,boys,gullkorn design,all in ones,0.125,2.0
1562928908063756846,grey,girls,calvin klein,underwear,3.0,14.0
-2686453844313015554,navy,unisex,lego wear,tops,3.0,8.0
-5974658259894984707,grey,unisex,cybex,car seats,,
8563963369437501600,pink,girls,molo,tops,2.0,14.0
-5751039954826707495,red,unisex,celavi,headwear,0.875,9.0
-8677048742229746142,brown,unisex,bonmot organic,jumpers and knitwear,1.0,11.0
-5291992693020565017,pink,girls,joha,all in ones,-1.0,0.625
7898644511110181098,beige,unisex,baghera,bicycles and other vehicles,2.0,4.0
-6492306001533138766,black,unisex,lindberg,bottoms,1.0,14.0
-2310471207684055793,green,unisex,melton,headwear,0.125,7.0
-2148322500176708236,green,girls,the campamento,skirts,1.0,12.0
1317636627281106135,green,boys,ralph lauren,tops,1.0,14.0
4595588276307775525,blue,girls,molo,underwear,2.0,14.0
2663805812637814294,grey,unisex,design letters,calendars,,
8682767603602348773,pink,girls,nike,jumpers and knitwear,5.0,14.0
1067479320072214547,blue,boys,hatley,shorts,1.0,8.0
-7096243861627619115,blue,unisex,kuling,bags,,
8510873647513443892,yellow,unisex,joha,bottoms,0.125,12.0
4150202476713129618,pink,girls,mayoral,shorts,1.0,9.0
2572581833556611064,pink,girls,soft gallery,headwear,0.375,2.0
5986079080987560976,blue,unisex,frugi,gloves and mittens,1.0,8.0
8804796213161730235,blue,girls,wheat,all in ones,0.125,2.0
-7194741014901523311,pink,girls,joha,all in ones,0.125,4.0
-7313506562181613441,blue,boys,stella mccartney kids,tops,1.0,12.0
8688785863547209251,black,girls,nike,trainers,7.0,14.0
8761049742587750538,unknown,girls,oii,dresses,2.0,12.0
7881752481233263906,beige,girls,maed for mini,dresses,1.0,10.0
4899480791904568774,white,unisex,adidas,trainers,4.0,10.0
2213041457533785730,green,girls,molo,coats and jackets,4.0,14.0
278425773984484708,multi color,unisex,stokke,furniture,,
-3429359315041519277,brown,girls,molo,tops,1.0,14.0
6921736755540233882,brown,unisex,mini a ture,headwear,1.0,7.0
-1171508854667012063,red,girls,dr kid,bottoms,,
-5200647162772405466,white,girls,mimi & lula,hair accessories,,
-8976035831389453835,red,unisex,gullkorn design,bottoms,0.625,4.0
-6522867803486882558,navy,girls,ralph lauren,jumpers and knitwear,1.0,10.0
802862525548233922,white,unisex,molo,bottoms,0.125,3.0
-20066168912138038,navy,unisex,minymo,coveralls,1.0,8.0
2768284687275112588,pink,girls,lindberg,swimwear and coverups,0.625,6.0
-7731110396050686847,grey,unisex,reima,all in ones,0.125,0.625
5453244216050911554,cream,unisex,tartine et chocolat,soft toys,,
-6353147426377679733,black,unisex,aeromoov,furniture,,
